"","ID1","ID2","k0","k1","kinship"
"171","S125","S155",0.871762728345665,0,0.0641186358271675
"172","S125","S156",1,0,0
"173","S125","S157",0.856892617546365,0,0.0715536912268174
"174","S125","S158",0.857570552048727,0,0.0712147239756365
"175","S125","S159",0.858774954586408,0,0.0706125227067959
"176","S126","S127",0.280449346384327,0.645019365402633,0.198520485457178
"177","S126","S128",0.310146176019384,0.595708230257391,0.195999854425961
"178","S126","S129",0.338032869023649,0.577276079994771,0.186664545489483
"179","S126","S130",0.314606638572162,0.602000223444201,0.192196624852869
"180","S126","S131",0.688969356195154,0.246825861970601,0.0938088564097726
"181","S126","S132",0.672597493340342,0.321294606265863,0.0833776017633632
"182","S126","S133",0.663658015881014,0.281782309395875,0.097725414710524
"183","S126","S134",0.63433495930877,0.297682441933856,0.108411909862151
"184","S126","S135",0.629722579430794,0.344089701822118,0.0991162848290735
"185","S126","S136",0.59063161217349,0.373922188396403,0.111203646814154
"186","S126","S137",0.68197424164016,0.285273829649765,0.0876944217674787
"187","S126","S138",0.641593328483642,0.358406671516359,0.0896016678790896
"188","S126","S139",0.652821014957941,0.33828916745992,0.0890172006560497
"189","S126","S140",0.697875353498263,0.302124646501737,0.0755311616254343
"190","S126","P21213_121_S141",0.657833823168685,0.308309560962499,0.0940056981750327
"191","S126","S142",0.638202038246386,0.307090618826504,0.104126326170181
"192","S126","S143",0.660099917212797,0.31688366873462,0.0907291242099464
"193","S126","S144",0.60124948756265,0.36488679252464,0.108153558087515
"194","S126","S145",0.598782456688803,0.359625842165842,0.110702311114138
"195","S126","S146",0.618934420006238,0.358402400127931,0.100932189964898
"196","S126","S147",0.673648574753795,0.309521096766176,0.0857954384315582
"197","S126","S148",0.592359356625871,0.365891906925126,0.112347344955783
"198","S126","S149",0.631281640918782,0.368718359081218,0.0921795897703044
"199","S126","S151",0.835436131960686,0.113839835071066,0.0538219752518904
"200","S126","S152",0.827554287232532,0.111263020262757,0.0584071013180447
"201","S126","S153",0.842869259464122,0.0385076837889299,0.0689384493207068
"202","S126","S154",0.851468470675912,0.0746382015544882,0.0556062142734221
"203","S126","S155",0.871494037008607,0.0587121812844378,0.0495749361745871
"204","S126","S156",0.867493703908745,0,0.0662531480456273
"205","S126","S157",0.819685370625857,0.0946951511222928,0.0664835269064983
"206","S126","S158",0.842292972402974,0.065111163654486,0.0625757228848915
"207","S126","S159",0.87735105770043,0.0310851310075755,0.0535531883978913
"208","S127","S128",0.355818744802756,0.531747808247787,0.189153675536675
"209","S127","S129",0.330677918425156,0.599461268167492,0.184795723745549
"210","S127","S130",0.344998643522163,0.564882279422982,0.186280108383173
"211","S127","S131",0.710289592665839,0.214727086711117,0.091173431989301
"212","S127","S132",0.683164521701842,0.293025586354224,0.0851613425605229
"213","S127","S133",0.688633781375994,0.256974990988355,0.0914393615649141
"214","S127","S134",0.651133582282078,0.31602828340751,0.0954261380070836
"215","S127","S135",0.61768912330574,0.363304814736275,0.100329234663061
"216","S127","S136",0.613738259098554,0.342981531735671,0.107385487516805
"217","S127","S137",0.694260511938182,0.287459314203114,0.0810049154801302
"218","S127","S138",0.634053320998572,0.365946679001428,0.0914866697503569
"219","S127","S139",0.653400140899214,0.332261843816154,0.0902344685963544
"220","S127","S140",0.665400361779694,0.334599638220306,0.0836499095550765
"221","S127","P21213_121_S141",0.655710940863179,0.286443548062445,0.100533642552799
"222","S127","S142",0.63159907915646,0.313449721436578,0.105838030062625
"223","S127","S143",0.626516648813706,0.337038212720349,0.10248212241306
"224","S127","S144",0.59915721772686,0.356840739027066,0.111211206379804
"225","S127","S145",0.60477827377807,0.346530903035746,0.110978137352028
"226","S127","S146",0.585360395117948,0.384953401371223,0.11108145209822
"227","S127","S147",0.655313465606835,0.321732098558737,0.0919102425568983
"228","S127","S148",0.589372682683695,0.362843421054348,0.114602803394565
"229","S127","S149",0.646115273174491,0.331124389918543,0.0941612659331187
"230","S127","S151",0.861119082183053,0.0789823196544428,0.0496948789948627
"231","S127","S152",0.889182957455295,0.0154733057571242,0.0515401948330714
"232","S127","S153",0.859097761785628,0,0.0704511191071858
"233","S127","S154",0.881604637201236,0.0193922481012931,0.0543496193740587
"234","S127","S155",0.881863005111756,0.025606789123222,0.0526668001633164
"235","S127","S156",0.872245927460528,0,0.0638770362697358
"236","S127","S157",0.847130633594945,0.0670970894535731,0.0596604108391344
"237","S127","S158",0.871528580801654,0.0221298189032717,0.0587032548733552
"238","S127","S159",0.88859975918849,0.0171487825676846,0.0514129247638338
"239","S128","S129",0.328018035248166,0.581989369751992,0.190493639937919
"240","S128","S130",0.289327363198201,0.614664758894211,0.201670128677347
"241","S128","S131",0.69682818725367,0.199325139536722,0.101754621488984
"242","S128","S132",0.682331474818514,0.288227407530299,0.0867774107081681
"243","S128","S133",0.665210230885178,0.282128110295846,0.0968628569834494
"244","S128","S134",0.631389570912216,0.310745454171248,0.10661885100108
"245","S128","S135",0.631284420255398,0.339165883767304,0.0995663189304747
"246","S128","S136",0.603005366729367,0.341993562880043,0.112998925915306
"247","S128","S137",0.697943622538165,0.2686040396433,0.0838771788200925
"248","S128","S138",0.674831646725264,0.31141873343884,0.0847294932776582
"249","S128","S139",0.650767772293635,0.339566407103957,0.0897245120771932
"250","S128","S140",0.711291409954841,0.288708590045159,0.0721771475112899
"251","S128","P21213_121_S141",0.644987928180697,0.303507784092444,0.10162908988654
"252","S128","S142",0.657725558574792,0.254963394076168,0.107396372193562
"253","S128","S143",0.659847226661529,0.294668594352198,0.0964092380811861
"254","S128","S144",0.58574693353644,0.359392390647605,0.117278435569879
"255","S128","S145",0.580578727900556,0.352104943581226,0.121684400154415
"256","S128","S146",0.612402523667934,0.364106525831816,0.102772106708079
"257","S128","S147",0.662587277072268,0.325603912359887,0.0873053833738941
"258","S128","S148",0.607407756279453,0.34009039679558,0.111273522661379
"259","S128","S149",0.658768123144129,0.321002360641828,0.0903653482674784
"260","S128","S151",0.874712005636063,0.0644871141286044,0.0465222186498175
"261","S128","S152",0.885930150512745,0,0.0570349247436275
"262","S128","S153",0.864303578278846,0,0.0678482108605769
"263","S128","S154",0.866421817196629,0.0491097252536171,0.054511660088281
"264","S128","S155",0.904458531422743,0.0113404253980775,0.044935627939109
"265","S128","S156",0.8578658231742,0,0.0710670884128999
"266","S128","S157",0.880121152050638,0,0.0599394239746811
"267","S128","S158",0.875975993689508,0,0.0620120031552461
"268","S128","S159",0.887079273220386,0,0.0564603633898072
"269","S129","S130",0.304619060723174,0.623594541876988,0.191791834169166
"270","S129","S131",0.695963774639525,0.251268835008769,0.0892009039280451
"271","S129","S132",0.695089786764298,0.284110044792606,0.0814275954196993
"272","S129","S133",0.691458977409121,0.27211247975687,0.0862423913562218
"273","S129","S134",0.61971444694652,0.360543959503166,0.100006786650948
"274","S129","S135",0.62590774864732,0.339009061440922,0.10229386031611
"275","S129","S136",0.616539242108171,0.351821587325539,0.103774982114529
"276","S129","S137",0.679044416396856,0.284161725965604,0.0894373603101712
"277","S129","S138",0.653215144001,0.33984752879681,0.0884305458002976
"278","S129","S139",0.639085388449112,0.345433943156367,0.0940988199863523
"279","S129","S140",0.70217051046664,0.29782948953336,0.07445737238334
"280","S129","P21213_121_S141",0.658517435239195,0.283962061639589,0.0997507669705049
"281","S129","S142",0.630804072647989,0.332830707392644,0.101390286827845
"282","S129","S143",0.655388195527234,0.306710896662291,0.0956281780708105
"283","S129","S144",0.600153890293763,0.33892125916792,0.115192740061139
"284","S129","S145",0.584205582134657,0.376971362335895,0.113654368348698
"285","S129","S146",0.596248290343439,0.388403390931307,0.104775007095453
"286","S129","S147",0.655421135270936,0.324994138251293,0.0910408978017089
"287","S129","S148",0.615528190546827,0.342309849837084,0.106658442267316
"288","S129","S149",0.655209029809484,0.310673878273276,0.0947270155269387
"289","S129","S151",0.889159232881264,0.0247174044677874,0.0492410324424212
"290","S129","S152",0.898321079653582,0.00575778092173403,0.0494000149427757
"291","S129","S153",0.865254555845712,0,0.0673727220771442
"292","S129","S154",0.894332826941512,0.000467475440652073,0.0527167176690808
"293","S129","S155",0.906308066114138,0.00841640878541059,0.0447418647465785
"294","S129","S156",0.862226145075782,0,0.0688869274621089
"295","S129","S157",0.880513411531568,0.0115769094623784,0.0568490668686215
"296","S129","S158",0.884476749334055,0,0.0577616253329725
"297","S129","S159",0.891190666598897,0,0.0544046667005516
"298","S130","S131",0.672383413641741,0.270390195807868,0.0962107442271623
"299","S130","S132",0.674988350564453,0.297277047495806,0.0881865628438221
"300","S130","S133",0.647062713208939,0.31417676932659,0.0979244510638828
"301","S130","S134",0.60790479673638,0.366159531538594,0.104507718747162
"302","S130","S135",0.613180443573581,0.355912411560303,0.104431675323133
"303","S130","S136",0.569642695028424,0.377822332658267,0.120723069321222
"304","S130","S137",0.671719586225904,0.305814793663951,0.0876865084710603
"305","S130","S138",0.627003013997389,0.372996986002611,0.0932492465006528
"306","S130","S139",0.598303721816809,0.401696278183191,0.100424069545798
"307","S130","S140",0.665660496587998,0.334339503412002,0.0835848758530005
"308","S130","P21213_121_S141",0.620631754726466,0.336183532226841,0.105638239580057
"309","S130","S142",0.606442928066303,0.348086563619386,0.109756895062002
"310","S130","S143",0.631909905474943,0.34244078254491,0.0984348516263013
"311","S130","S144",0.56502232376341,0.411796996526575,0.114539588986651
"312","S130","S145",0.547265926791745,0.422948443575515,0.120629925710249
"313","S130","S146",0.59345293514262,0.377540285967678,0.10888846093677
"314","S130","S147",0.638210504279184,0.359146672317463,0.0911080797810423
"315","S130","S148",0.579489909041134,0.403509581669487,0.109377650062062
"316","S130","S149",0.637889719089251,0.362110280910749,0.0905275702276873
"317","S130","S151",0.827826076915788,0.135777253518575,0.0521426481624623
"318","S130","S152",0.869403356783893,0.0644782049238513,0.0491787703770905
"319","S130","S153",0.86131572993548,0.0285690749335572,0.0621998662988705
"320","S130","S154",0.851049532547982,0.0589217334051095,0.0597448003747315
"321","S130","S155",0.846768456949145,0.0833031382881812,0.055789986953382
"322","S130","S156",0.873805038404229,0,0.0630974807978855
"323","S130","S157",0.839045611641228,0.0819188540716424,0.0599974806614753
"324","S130","S158",0.850863470122852,0.0678426664538862,0.0576075983251027
"325","S130","S159",0.883208860750542,0.0459667718532666,0.0469038766614124
"326","S131","S132",0.562192212021183,0.400846154702649,0.118692355313746
"327","S131","S133",0.448483529789837,0.467482431767035,0.158887627163323
"328","S131","S134",0.493068917742464,0.431798648624415,0.145515878972664
"329","S131","S135",0.475576641280187,0.493052638261594,0.138948519794508
"330","S131","S136",0.46014468590279,0.478238549421857,0.150368019693141
"331","S131","S137",0.547985068796495,0.3966759951006,0.126838466826602
"332","S131","S138",0.478979377690325,0.521020622309675,0.130255155577419
"333","S131","S139",0.468071825680671,0.516438930755187,0.136854354470868
"334","S131","S140",0.546916363989754,0.453083636010246,0.113270909002561
"335","S131","P21213_121_S141",0.464434903532875,0.494902348793359,0.144056961035223
"336","S131","S142",0.447653923713159,0.502271151273354,0.150605250325082
"337","S131","S143",0.446972255985061,0.526856289319122,0.144799799677689
"338","S131","S144",0.380804124721751,0.58715334933108,0.162809600306354
"339","S131","S145",0.338522370334649,0.619395440492124,0.175889954709644
"340","S131","S146",0.342340070828494,0.640674167662654,0.168661422670089
"341","S131","S147",0.406919568543526,0.566072928569734,0.155021983585804
"342","S131","S148",0.361913756872937,0.61533559513658,0.165209222779386
"343","S131","S149",0.445946802520845,0.5344446321551,0.143415440700803
"344","S131","S151",0.932370099166923,0,0.0338149504165386
"345","S131","S152",1,0,0
"346","S131","S153",0.86027544274457,0,0.0698622786277148
"347","S131","S154",0.891649874658236,0,0.0541750626708819
"348","S131","S155",0.907777503505315,0,0.0461112482473427
"349","S131","S156",0.865930230329202,0,0.0670348848353992
"350","S131","S157",0.892863275021451,0,0.0535683624892745
"351","S131","S158",0.882445849016458,0,0.058777075491771
"352","S131","S159",0.896025880822205,0,0.0519870595888975
"353","S132","S133",0.495316116103525,0.488627690479882,0.130185019328267
"354","S132","S134",0.489034018334328,0.506963528952151,0.128742108594798
"355","S132","S135",0.355617487150306,0.586831718410852,0.175483326822134
"356","S132","S136",0.516864162765565,0.454932474940912,0.12783479988199
"357","S132","S137",0.604482667730878,0.393083167025808,0.099487874378109
"358","S132","S138",0.476566876673712,0.523433123326288,0.130858280831572
"359","S132","S139",0.542243849127015,0.455812736308882,0.114924891359272
"360","S132","S140",0.619570137295989,0.380429862704011,0.0951074656760027
"361","S132","P21213_121_S141",0.519335345760223,0.466824022184154,0.12362632157385
"362","S132","S142",0.514190318195801,0.467526880595383,0.126023120753254
"363","S132","S143",0.497868785762346,0.502131214237654,0.125532803559414
"364","S132","S144",0.491243934352027,0.508756065647973,0.127189016411993
"365","S132","S145",0.453423498171568,0.532112468905011,0.140260133687963
"366","S132","S146",0.469819015273836,0.530180984726164,0.132545246181541
"367","S132","S147",0.48042595872696,0.51957404127304,0.12989351031826
"368","S132","S148",0.417505731417052,0.582494268582948,0.145623567145737
"369","S132","S149",0.503915360347452,0.496084639652548,0.124021159913137
"370","S132","S151",0.931708297710377,0.0234910723128576,0.0282730830665969
"371","S132","S152",0.941008244008254,0,0.0294958779958728
"372","S132","S153",0.916821715877949,0,0.0415891420610254
"373","S132","S154",0.94106402567558,0,0.0294679871622102
"374","S132","S155",0.925556230556405,0,0.0372218847217977
"375","S132","S156",0.90013901198632,0,0.0499304940068401
"376","S132","S157",0.92862120326044,0,0.0356893983697802
"377","S132","S158",0.925198684809774,0,0.0374006575951132
"378","S132","S159",0.948283577825779,0,0.0258582110871105
"379","S133","S134",0.467449657918026,0.486782054162924,0.144579657500256
"380","S133","S135",0.448994643282461,0.520561370067848,0.145362335841808
"381","S133","S136",0.38290459175989,0.556957029279988,0.169308446800058
"382","S133","S137",0.428085023736754,0.531766719940748,0.153015808146436
"383","S133","S138",0.330700502010467,0.669299497989533,0.167324874497383
"384","S133","S139",0.498400877193238,0.501599122806762,0.125399780701691
"385","S133","S140",0.457589231395148,0.542410768604852,0.135602692151213
"386","S133","P21213_121_S141",0.437905487966871,0.517421394956147,0.151691907277528
"387","S133","S142",0.419325557163335,0.543478286865516,0.154467649701953
"388","S133","S143",0.390599813161578,0.582615539490649,0.159046208546549
"389","S133","S144",0.374077918409748,0.612386528096005,0.159864408771125
"390","S133","S145",0.367894481771934,0.596956876564431,0.166813539972926
"391","S133","S146",0.392537688896701,0.600570294417825,0.153588581947193
"392","S133","S147",0.436027772489492,0.563972227510508,0.140993056877627
"393","S133","S148",0.39221399096743,0.588037364317688,0.156883663436863
"394","S133","S149",0.378741493519509,0.609009693911824,0.15837682976229
"395","S133","S151",0.896966109829287,0.0506726117529879,0.0388487921471093
"396","S133","S152",0.927534502373121,0,0.0362327488134395
"397","S133","S153",0.879659840449916,0,0.0601700797750418
"398","S133","S154",0.917334297967633,0,0.0413328510161835
"399","S133","S155",0.920549710401918,0.00785236910776029,0.0377620525221009
"400","S133","S156",0.880882597975077,0,0.0595587010124616
"401","S133","S157",0.907233997837752,0.00251364454370335,0.0457545899451984
"402","S133","S158",0.918766649893632,0,0.0406166750531838
"403","S133","S159",0.922518382460677,0,0.0387408087696615
"404","S134","S135",0.453766658106906,0.503050714581552,0.147353992301159
"405","S134","S136",0.38969956665152,0.54167109499172,0.16973244292631
"406","S134","S137",0.461851124975987,0.522334997427705,0.13849068815508
"407","S134","S138",0.478736786837741,0.521263213162259,0.130315803290565
"408","S134","S139",0.283674155819053,0.686530698677102,0.186530247421198
"409","S134","S140",0.495109996456703,0.504890003543297,0.126222500885824
"410","S134","P21213_121_S141",0.449015240188591,0.506288127488786,0.148920348033508
"411","S134","S142",0.450299849434355,0.49078295033225,0.15215433769976
"412","S134","S143",0.428896932714453,0.555912673670113,0.146573365225245
"413","S134","S144",0.411506428608507,0.553613005330496,0.155843534363122
"414","S134","S145",0.394549130413247,0.583661737959199,0.156810000303577
"415","S134","S146",0.435347415537155,0.548042456374382,0.145315678137827
"416","S134","S147",0.483648831850341,0.516309442209184,0.129098223522534
"417","S134","S148",0.39086026930902,0.583642325764839,0.15865928390428
"418","S134","S149",0.425577659654656,0.574422340345344,0.143605585086336
"419","S134","S151",0.8713159028331,0.107441959593748,0.0374815586850128
"420","S134","S152",0.927377579290057,0.00123668718747818,0.0360020385581019
"421","S134","S153",0.906005662506615,0,0.0469971687466925
"422","S134","S154",0.912557469607378,0.00843047197242167,0.0416136472032056
"423","S134","S155",0.936310078082841,0.00107789031447172,0.0315754883799615
"424","S134","S156",0.895395983240718,0,0.0523020083796411
"425","S134","S157",0.875287001202627,0.0674015042212487,0.0455061233433743
"426","S134","S158",0.899748392348626,0.0196223789650478,0.045220209084425
